fingerprint,title,author,date,source,source-hostname,hostname
dHBwXZAGyzRCknchG3jNgE+8j+s=,Fibonacci’s Rabbits,Geoffrey A. Landis,2018-12-01,https://cosmicrootsandeldritchshores.com/fiction-all/science-fiction/fibonaccis-rabbits/,Cosmic Roots and Eldritch Shores,cosmicrootsandeldritchshores.com
yOV3Q5rNmXUcnX7FmrCnoy8M+ow=,THE SECOND CONCERT,Brian Blanchenot,2015-10-01,https://cosmicrootsandeldritchshores.com/fiction-all/science-fiction/the-second-concert/,Cosmic Roots and Eldritch Shores,cosmicrootsandeldritchshores.com
zsX4Skzxd4OUWu8fzipqY2yJcyc=,Emissary,Joshua Grasso,2018-12-01,https://cosmicrootsandeldritchshores.com/fiction-all/eldritch/emissary/,Cosmic Roots and Eldritch Shores,cosmicrootsandeldritchshores.com
yHAlN3upXRw80vgXRBb6tGyMPWU=,Dead Things,Lawrence Van Hoof,2015-10-01,https://cosmicrootsandeldritchshores.com/fiction-all/stories-for-young-people-from-4-to-400/dead-things/,Cosmic Roots and Eldritch Shores,cosmicrootsandeldritchshores.com
3Uj4NrQzKy6lUhPdQcRXxTOl5Ps=,Ghosts of Bunker Seven,Derrick Boden,2015-10-01,https://cosmicrootsandeldritchshores.com/fiction-all/science-fiction/ghosts-of-bunker-seven/,Cosmic Roots and Eldritch Shores,cosmicrootsandeldritchshores.com
Fx8lgLWlywVnRPQ61G9qmBk9RoM=,Leon’s Last Meal,by Shayna Coplan,2016-09-01,https://cosmicrootsandeldritchshores.com/fiction-all/science-fiction/leons-last-meal/,Cosmic Roots and Eldritch Shores,cosmicrootsandeldritchshores.com
7N79znKYqiNFEUr+VAy5XxBlWYk=,Then We Stood Still,An Homage to the works of Isaac Asimov,2010-01-01,https://cosmicrootsandeldritchshores.com/fiction-all/science-fiction/then-we-stood-still/,Cosmic Roots and Eldritch Shores,cosmicrootsandeldritchshores.com
ZqCkg+syYbpAZFWcHQxbMg7PIhU=,Thief or Felon Bold,Alter S. Reiss,2017-01-01,https://cosmicrootsandeldritchshores.com/fiction-all/myths-legends-and-fairy-tales/thief-or-felon-bold/,Cosmic Roots and Eldritch Shores,cosmicrootsandeldritchshores.com
VvXV3HZxUsyzdMG9+/unE/eUnms=,The Undine and Pain’s Brother,Lucia Iglesias,2015-10-01,https://cosmicrootsandeldritchshores.com/fiction-all/eldritch/undine-and-pains-brother/,Cosmic Roots and Eldritch Shores,cosmicrootsandeldritchshores.com
g4SB7iO+HvkYmMNTchK3Xdj3G+I=,The Memory Bank and Trust,Patrick Hurley,2018-12-01,https://cosmicrootsandeldritchshores.com/fiction-all/fantasy/the-memory-bank-and-trust/,Cosmic Roots and Eldritch Shores,cosmicrootsandeldritchshores.com
AfINpgYg3L1YDZl2uT2dOEMm2Zo=,Four and Twenty Blackbirds,Alexei Collier,2018-12-01,https://cosmicrootsandeldritchshores.com/fiction-all/myths-legends-and-fairy-tales/four-and-twenty-blackbirds/,Cosmic Roots and Eldritch Shores,cosmicrootsandeldritchshores.com
DWW7QJw1fyAC69Xky4fFbsMMDi4=,Bolaji Has a Heart,Osahon Ize-Iyamu,2017-10-01,https://cosmicrootsandeldritchshores.com/fiction-all/eldritch/bolaji-has-a-heart/,Cosmic Roots and Eldritch Shores,cosmicrootsandeldritchshores.com
fzYojSMYM0OAV0/M8zMQHbBKp10=,Emissary,Joshua Grasso,2018-12-01,https://cosmicrootsandeldritchshores.com/fiction-all/eldritch/emissary/,Cosmic Roots and Eldritch Shores,cosmicrootsandeldritchshores.com
01hmy1KuUXCXjERbv/G5345PQKs=,Maggoty Meg Flies Up the Mountain,Jonathan Lenore Kastin,2018-12-01,https://cosmicrootsandeldritchshores.com/fiction-all/fantasy/maggoty-meg-flies-up-the-mountain/,Cosmic Roots and Eldritch Shores,cosmicrootsandeldritchshores.com
INvcYRN/6lVd5cJBdAz0onsSiTA=,Slipping,Joan Stewart,2018-12-01,https://cosmicrootsandeldritchshores.com/fiction-all/fantasy/slipping/,Cosmic Roots and Eldritch Shores,cosmicrootsandeldritchshores.com
U6ALTs60xkprdyQ+ywBFdqfNw6I=,Wild Ships,Phoebe Wagner,2015-10-01,https://cosmicrootsandeldritchshores.com/fiction-all/science-fiction/wild-ships/,Cosmic Roots and Eldritch Shores,cosmicrootsandeldritchshores.com
mrScBBE3H7UBS5jbptgjlVZngRw=,Tree with Chalicotheres,Vicki Saunders,2017-07-01,https://cosmicrootsandeldritchshores.com/fiction-all/stories-for-young-people-from-4-to-400/tree-with-chalicotheres/,Cosmic Roots and Eldritch Shores,cosmicrootsandeldritchshores.com
bSX3wQO6qgRzJPMsUAzln4x3ZRU=,The Oaken Chocolate Box,Gayle Beveridge,2015-10-01,https://cosmicrootsandeldritchshores.com/fiction-all/fantasy/the-oaken-chocolate-box/,Cosmic Roots and Eldritch Shores,cosmicrootsandeldritchshores.com
E9MNIUmlDOMv/si/wMWrxFELhiU=,Glory Whales,Marc A. Criley,2015-10-01,https://cosmicrootsandeldritchshores.com/fiction-all/science-fiction/glory-whales/,Cosmic Roots and Eldritch Shores,cosmicrootsandeldritchshores.com
Ns6Te4k9alROBhQpzxosEOdFQi0=,How Thomas Connolly Met the Banshee,John Todhunter,2018-12-01,https://cosmicrootsandeldritchshores.com/fiction-all/myths-legends-and-fairy-tales/met-the-banshee/,Cosmic Roots and Eldritch Shores,cosmicrootsandeldritchshores.com
Sw3sb637gaGL+XkHXMa3jgiPGKo=,Where Things May Lead,Barbara Krasnoff,2018-12-01,https://cosmicrootsandeldritchshores.com/fiction-all/science-fiction/where-things-may-lead/,Cosmic Roots and Eldritch Shores,cosmicrootsandeldritchshores.com
q51nJzamQ6LwAd8Bk75+maffg68=,Pumpkin Riders,Steve Oden,2018-12-01,https://cosmicrootsandeldritchshores.com/fiction-all/fantasy/pumpkin-riders/,Cosmic Roots and Eldritch Shores,cosmicrootsandeldritchshores.com
+Cql3HJ2FrraBkdI7Z/6+6kWQwY=,Liqeni i Zi,Corey Mallonee,2018-03-20,https://cosmicrootsandeldritchshores.com/fiction-all/fantasy/liqeni-i-zi/,Cosmic Roots and Eldritch Shores,cosmicrootsandeldritchshores.com
H7bU102iTYFj04O1i6/QAFeRV7Y=,Fruits of Victory,By Jonathan Shipley,2017-01-01,https://cosmicrootsandeldritchshores.com/fiction-all/myths-legends-and-fairy-tales/fruits-of-victory/,Cosmic Roots and Eldritch Shores,cosmicrootsandeldritchshores.com
2eqA++oWwkbf/OyElU8F3stCVVo=,The Glanconer,The Glanconer,2017-08-01,https://cosmicrootsandeldritchshores.com/fiction-all/eldritch/the-glanconer/,Cosmic Roots and Eldritch Shores,cosmicrootsandeldritchshores.com
xEB5NijKh56bhnKHvtIm2kDZvZM=,Weatherbuns,Diana Hauer,2015-10-01,https://cosmicrootsandeldritchshores.com/fiction-all/science-fiction/weatherbuns/,Cosmic Roots and Eldritch Shores,cosmicrootsandeldritchshores.com
wcFob+tzHgI1ToaAN7ZHto9cPAY=,Glory Whales,Marc A. Criley,2015-10-01,https://cosmicrootsandeldritchshores.com/fiction-all/science-fiction/glory-whales/,Cosmic Roots and Eldritch Shores,cosmicrootsandeldritchshores.com
GB8CM0vkx3apY+R2fzF1PYp2kKc=,Reality Show,Brian K. Lowe,2015-10-01,https://cosmicrootsandeldritchshores.com/fiction-all/science-fiction/reality-show/,Cosmic Roots and Eldritch Shores,cosmicrootsandeldritchshores.com
n0gB62oyu0Taf5k0GfL9Ptf5gvM=,Up Sticks,Liam Hogan,2018-12-01,https://cosmicrootsandeldritchshores.com/fiction-all/fantasy/up-sticks/,Cosmic Roots and Eldritch Shores,cosmicrootsandeldritchshores.com
QIyP0WgN+ajo4jc7OUx4xEOC/sE=,Watchers,David A. Gray,2017-12-01,https://cosmicrootsandeldritchshores.com/fiction-all/science-fiction/watchers/,Cosmic Roots and Eldritch Shores,cosmicrootsandeldritchshores.com
950I6iur9XjnFKIXiguNGCbbCzM=,The Sandwich Shack,Patrick Hurley,2018-09-01,https://cosmicrootsandeldritchshores.com/fiction-all/eldritch/the-sandwich-shack/,Cosmic Roots and Eldritch Shores,cosmicrootsandeldritchshores.com
ffYNj6ncuOjSh/3c1Ls6rxgHK4w=,Tomorrow Is a Difficult Proposition,Kris Bowser,2018-12-01,https://cosmicrootsandeldritchshores.com/fiction-all/science-fiction/tomorrow-is-a-difficult-proposition/,Cosmic Roots and Eldritch Shores,cosmicrootsandeldritchshores.com
G9Q8WzJX9HMzIBAjjxD3X9DFuJk=,Spicer’s Modest Success,Jared VanDyke,2018-11-01,https://cosmicrootsandeldritchshores.com/fiction-all/science-fiction/spicers-modest-success/,Cosmic Roots and Eldritch Shores,cosmicrootsandeldritchshores.com
sS3EqKcyG0NnAMdfeYekZUN1fkc=,The King’s Computer,Liam Hogan,2010-01-01,https://cosmicrootsandeldritchshores.com/fiction-all/fantasy/the-kings-computer/,Cosmic Roots and Eldritch Shores,cosmicrootsandeldritchshores.com
VbOUkNY62vM49jAEmHOYN+XMeNo=,Word From Home,Mark Rookyard,2016-10-01,https://cosmicrootsandeldritchshores.com/fiction-all/science-fiction/word-from-home/,Cosmic Roots and Eldritch Shores,cosmicrootsandeldritchshores.com
XyGvvE1mG7SDR/wtiHX2XlPYk+M=,The Moon Fox,Amy Fontaine,2017-11-01,https://cosmicrootsandeldritchshores.com/fiction-all/stories-for-young-people-from-4-to-400/the-moon-fox/,Cosmic Roots and Eldritch Shores,cosmicrootsandeldritchshores.com
SRNcKJoNyz3gwYLSsP+h+bGWcwU=,"Ghost Blue, Ghost Red",Malda Marlys,2015-10-01,https://cosmicrootsandeldritchshores.com/fiction-all/fantasy/ghost-blue-ghost-red/,Cosmic Roots and Eldritch Shores,cosmicrootsandeldritchshores.com
6AYuWwyObOzD0c/MVd1iaX6FRTM=,Hima,Sam Muller,2018-06-01,https://cosmicrootsandeldritchshores.com/fiction-all/myths-legends-and-fairy-tales/hima/,Cosmic Roots and Eldritch Shores,cosmicrootsandeldritchshores.com
Re6DJE3SaI24rQVdVk4kl1WPAX8=,The Stork and the Crone,Barbara A. Barnett,2017-07-01,https://cosmicrootsandeldritchshores.com/fiction-all/stories-for-young-people-from-4-to-400/the-stork-and-the-crone/,Cosmic Roots and Eldritch Shores,cosmicrootsandeldritchshores.com
/wZUFBf72WQDhNRfhqsLg9dcP4Q=,Mobius,by Elian Crane,2016-09-01,https://cosmicrootsandeldritchshores.com/fiction-all/science-fiction/mobius/,Cosmic Roots and Eldritch Shores,cosmicrootsandeldritchshores.com
3QoyFzRRIZUC5yeVGIoGL01Aruc=,Auto Draft,H.B. Stonebridge,2015-10-01,https://cosmicrootsandeldritchshores.com/fiction-all/myths-legends-and-fairy-tales/auto-draft/,Cosmic Roots and Eldritch Shores,cosmicrootsandeldritchshores.com
lCP5Zq5eVIESnaMtKzNOHy/ODTM=,The Memory Bank and Trust,Patrick Hurley,2018-12-01,https://cosmicrootsandeldritchshores.com/fiction-all/fantasy/the-memory-bank-and-trust/,Cosmic Roots and Eldritch Shores,cosmicrootsandeldritchshores.com
t7OvoX7QdsD7fBNQMpDU/d6/Hos=,Tea and Sanctuaries,Hannah Montine,2018-12-01,https://cosmicrootsandeldritchshores.com/fiction-all/stories-for-young-people-from-4-to-400/tea-and-sanctuaries/,Cosmic Roots and Eldritch Shores,cosmicrootsandeldritchshores.com
CYknn+w8T3blulxfZ1hkucj44E0=,Presto Change-O,Warren Brown,2018-12-01,https://cosmicrootsandeldritchshores.com/fiction-all/science-fiction/presto-change-o/,Cosmic Roots and Eldritch Shores,cosmicrootsandeldritchshores.com
GKJF7dI1pE+N309Y+ghwLbgd05g=,The Rental Heart,by Kirsty Logan,2016-05-01,https://cosmicrootsandeldritchshores.com/fiction-all/eldritch/the-rental-heart/,Cosmic Roots and Eldritch Shores,cosmicrootsandeldritchshores.com
G+pt5mBAgGKvnG5F1nMo9DVlPXs=,Estevan of the Children,E.E. King,2018-10-01,https://cosmicrootsandeldritchshores.com/fiction-all/eldritch/estevan-of-the-children/,Cosmic Roots and Eldritch Shores,cosmicrootsandeldritchshores.com
zoZ0FcLiiit6tBgWdW7X1QDL1tw=,Up Sticks,Liam Hogan,2018-12-01,https://cosmicrootsandeldritchshores.com/fiction-all/fantasy/up-sticks/,Cosmic Roots and Eldritch Shores,cosmicrootsandeldritchshores.com
Cnz9dvS3b25cuYPVJqocDvd2NO0=,The Witching Hour,Ekpeki Oghenechovwe Donald,2018-04-01,https://cosmicrootsandeldritchshores.com/fiction-all/myths-legends-and-fairy-tales/the-witching-hour/,Cosmic Roots and Eldritch Shores,cosmicrootsandeldritchshores.com
E0mx+GzUsY5DJlb61aBCeitR8uQ=,Cat and Mouse,L.C. Brown,2018-05-01,https://cosmicrootsandeldritchshores.com/fiction-all/fantasy/catandmouse/,Cosmic Roots and Eldritch Shores,cosmicrootsandeldritchshores.com
6X1OvJRgQX4U9gQkv12uTtO2R1U=,Time Trial,by Liam Hogan,2016-09-01,https://cosmicrootsandeldritchshores.com/fiction-all/science-fiction/time-trial/,Cosmic Roots and Eldritch Shores,cosmicrootsandeldritchshores.com
VZWUA8aJjZTJT204o7xUpVlijcY=,Hima,Sam Muller,2018-06-01,https://cosmicrootsandeldritchshores.com/fiction-all/myths-legends-and-fairy-tales/hima/,Cosmic Roots and Eldritch Shores,cosmicrootsandeldritchshores.com
RWEvo4xTxd+Mq/r8i8MpnskU2BQ=,Cloud Tower,Ian Pohl,2015-10-01,https://cosmicrootsandeldritchshores.com/fiction-all/fantasy/cloud-tower/,Cosmic Roots and Eldritch Shores,cosmicrootsandeldritchshores.com
rS+FNydtzZph/BeLDWBDMcA7VP0=,When I Close My Eyes,Chris Barnham,2018-12-01,https://cosmicrootsandeldritchshores.com/fiction-all/science-fiction/when-i-close-my-eyes/,Cosmic Roots and Eldritch Shores,cosmicrootsandeldritchshores.com
0iXeewtZtoJWLKS1cG0Go9KzKPs=,Down in the Deepflux,Jake West,2010-01-01,https://cosmicrootsandeldritchshores.com/fiction-all/science-fiction/down-in-the-deepflux/,Cosmic Roots and Eldritch Shores,cosmicrootsandeldritchshores.com
G7/yVls1aFigwq7dBRCnOYSsC+c=,Liqeni i Zi,Corey Mallonee,2018-03-20,https://cosmicrootsandeldritchshores.com/fiction-all/fantasy/liqeni-i-zi/,Cosmic Roots and Eldritch Shores,cosmicrootsandeldritchshores.com
/uhoNGMbZUjBX+1aBFybVPh16Q0=,Skinchanger,Eduardo Frajman,2016-06-01,https://cosmicrootsandeldritchshores.com/fiction-all/fantasy/skinchanger/,Cosmic Roots and Eldritch Shores,cosmicrootsandeldritchshores.com
lSs8CZ+aHsx1+O4SmM3dAX8ivnQ=,Yemoja,Simbiat Haroun,2018-12-01,https://cosmicrootsandeldritchshores.com/fiction-all/fantasy/yemoja/,Cosmic Roots and Eldritch Shores,cosmicrootsandeldritchshores.com
WNxEP6/Zx0mO3v/A/+vTLIN9JJA=,Negotiations,Matthew J. Streett,2015-10-01,https://cosmicrootsandeldritchshores.com/fiction-all/science-fiction/negotiations/,Cosmic Roots and Eldritch Shores,cosmicrootsandeldritchshores.com
OyXFDC5BvZdAwL0+h3N8EgA49BQ=,Reality Show,Brian K. Lowe,2015-10-01,https://cosmicrootsandeldritchshores.com/fiction-all/science-fiction/reality-show/,Cosmic Roots and Eldritch Shores,cosmicrootsandeldritchshores.com
NG5Sh1bfGzk0mwmSa9jNEwOLDJ4=,Wild Ships,Phoebe Wagner,2015-10-01,https://cosmicrootsandeldritchshores.com/fiction-all/science-fiction/wild-ships/,Cosmic Roots and Eldritch Shores,cosmicrootsandeldritchshores.com
SFoEB0/ICvhksgqo0KnXMKLAVYk=,The Noisy World Before the Doors,Melion Traverse,2017-09-01,https://cosmicrootsandeldritchshores.com/fiction-all/stories-for-young-people-from-4-to-400/noisy-world-before-the-doors/,Cosmic Roots and Eldritch Shores,cosmicrootsandeldritchshores.com
AKHjDpRHq4PvcCwnXspM088vndE=,The Wendigo,I,2016-01-01,https://cosmicrootsandeldritchshores.com/fiction-all/eldritch/the-wendigo/,Cosmic Roots and Eldritch Shores,cosmicrootsandeldritchshores.com
Qw6Ngzz2sPLhpvLuU3A6WQRirIE=,Zephyr’s Fair Child,Scott J. Couturier,2018-12-01,https://cosmicrootsandeldritchshores.com/fiction-all/fantasy/zephyrs-fair-child/,Cosmic Roots and Eldritch Shores,cosmicrootsandeldritchshores.com
kPcx/Tw91yRnuYSrkf6kTAC0cEg=,This Ends in Violence or It Never Ends,Michael Ray,2018-12-01,https://cosmicrootsandeldritchshores.com/fiction-all/science-fiction/this-ends-in-violence-or/,Cosmic Roots and Eldritch Shores,cosmicrootsandeldritchshores.com
7z2iohVzRNR7OrcwHFbTCutI+l0=,Repo Priest,Joel E. Roosa,2017-03-01,https://cosmicrootsandeldritchshores.com/fiction-all/fantasy/repo-priest/,Cosmic Roots and Eldritch Shores,cosmicrootsandeldritchshores.com
ABC4ZKE1apXgQUY1Pm8E3q92V5g=,Red Planit,Joel E. Roosa,2015-10-01,https://cosmicrootsandeldritchshores.com/fiction-all/science-fiction/red-planit/,Cosmic Roots and Eldritch Shores,cosmicrootsandeldritchshores.com
ovioXSln3XenkxJejvrUIW8VMd0=,Mister Bob,Dan Campbell,2016-05-01,https://cosmicrootsandeldritchshores.com/fiction-all/science-fiction/mister-bob/,Cosmic Roots and Eldritch Shores,cosmicrootsandeldritchshores.com
CNoi/E2PehxYSGtFij0kNj7jYAI=,Auto Draft,Glenn Lyvers,2018-12-01,https://cosmicrootsandeldritchshores.com/fiction-all/fantasy/auto-draft/,Cosmic Roots and Eldritch Shores,cosmicrootsandeldritchshores.com
gTuYb8JRnN20bmlDty4B4LTbZqQ=,Godmother Death,By Kate O’Connor,2014-04-09,https://cosmicrootsandeldritchshores.com/fiction-all/myths-legends-and-fairy-tales/godmother-death/,Cosmic Roots and Eldritch Shores,cosmicrootsandeldritchshores.com
gf6TXWnA5BHDxDnDU8TX+4zmUPU=,Estevan of the Children,E.E. King,2018-10-01,https://cosmicrootsandeldritchshores.com/fiction-all/eldritch/estevan-of-the-children/,Cosmic Roots and Eldritch Shores,cosmicrootsandeldritchshores.com
QTe8xPx2gjTwbnnbKTMwZqUCbRo=,Ijs,Door Diana Silver,2015-10-01,https://cosmicrootsandeldritchshores.com/fiction-all/eldritch/ijs/,Cosmic Roots and Eldritch Shores,cosmicrootsandeldritchshores.com
FQCvlSQYOW4m5dgmqgta+0tJnME=,Spicer’s Modest Success,Jared VanDyke,2018-11-01,https://cosmicrootsandeldritchshores.com/fiction-all/science-fiction/spicers-modest-success/,Cosmic Roots and Eldritch Shores,cosmicrootsandeldritchshores.com
CjLL/zqqMWIc7RJzeuR+vAqLOyU=,The Magpie of Souls,David Tallerman,2016-03-01,https://cosmicrootsandeldritchshores.com/fiction-all/fantasy/magpie-of-souls/,Cosmic Roots and Eldritch Shores,cosmicrootsandeldritchshores.com
yRPVxjYWGyADmfVunG1HmSyRCF4=,Red Crows,Innocent Chizaram Ilo,2018-12-01,https://cosmicrootsandeldritchshores.com/fiction-all/eldritch/red-crows/,Cosmic Roots and Eldritch Shores,cosmicrootsandeldritchshores.com
