fingerprint,title,author,hostname,categories,tags,id,source,source-hostname,excerpt,filename,has_text
o4i1M2Wn8OJoMJd34k5TOx/s6KQ=,Prelude to,Claude Lalumière,3lobedmag.com,,,,https://www.3lobedmag.com/issue32/3lbe32_story4.html,Three-Lobed Burning Eye Magazine,We weren't going to torture the spy. But we did threaten to. And now he's dead. Cyanide capsule. We weren't fast enough to stop him. All we have to go on are the papers we found in his apartment in the cinquième arrondissement. We know from the dead spy's documents that,./scrape/jsonfiles/kIcLV993FWJBDjfhi+gz0Y4g0SI.json,TRUE
tgG98CDYYvcEqwE6EBbX4sN5c5A=,Pretend That We're Dead,Gemma Files,3lobedmag.com,,,,,Three-Lobed Burning Eye Magazine,,./scrape/jsonfiles/OQ4eDcpqZ+9a2CMrurTdQeY5aAc.json,TRUE
30XzTuXnAvN4jZb6YqjRf/Qy+r8=,Reflecting House,Samuel Minier,3lobedmag.com,,,,,Three-Lobed Burning Eye Magazine,,./scrape/jsonfiles/3a0q7VyAjoIcXJFc+gXvvLRgSvk.json,TRUE
w001IANg81e/U0EDi+6iaLbVJa4=,Riding Atlas,Ferrett Steinmetz,3lobedmag.com,,,,https://www.3lobedmag.com/issue22/3lbe22_story3.html,Three-Lobed Burning Eye Magazine,">They were naked, now, on a dirty mattress. 'Neither of you have eaten or drunk anything for twenty-four hours?' Ryan asked, hauling equipment into the room: sloshing plastic buckets, packs of hypodermic needles, coils of tubing, straps. 'And no drugs in your system?'",./scrape/jsonfiles/BEM1-KvuGxjFMhMWpTtze2KXG24.json,TRUE
hFsuiPPnGr6AgDY/UvK+YFjwY8o=,Ringing the Changes,Kyle E. Miller,3lobedmag.com,,,,https://www.3lobedmag.com/issue30/3lbe30_story5.html,Three-Lobed Burning Eye Magazine,"We had only three hours to reach the bells of the deep before they rang. If we failed, our civilization would suffer an endless extent—a full peal, no permutation of bells left unsung—that would shake us all to pieces. Our masters knew as little as we did.",./scrape/jsonfiles/jCrPztPppyCA5yIUyOmmocazf-M.json,TRUE
UlanVFIsUK+ZX8UvChcszWCg62M=,Salt Gator Girl,Joe M. McDermott,3lobedmag.com,,,,https://www.3lobedmag.com/issue33/3lbe33_story5.html,Three-Lobed Burning Eye Magazine,"When it was all over and settled, I wasn't even called to court this time. It happened in lawyers' offices, and no one needed me to be present for anything. I was out at grandma's place, playing in the sticks and brush country among the ruined semi trailer trucks out on her property.",./scrape/jsonfiles/aCvP1rABD-ovJSlyaCkTVHPkT98.json,TRUE
PXJ735e+O76D43XH96BtX3hAm/g=,Saturn is Devouring His Children,Shannon Peavey,3lobedmag.com,,,,https://www.3lobedmag.com/issue33/3lbe33_story6.html,Three-Lobed Burning Eye Magazine,"We are deep-water creatures, adapted to live in the crushing cold. We spend an age on the sea floor, buried in soft silt and watching the slow bioluminescence of blind things as they pass above us. We attach ourselves to hot mud vents and take the minerals in through our skin.",./scrape/jsonfiles/RAhTXKE6YQfDkVlCJlI0bcfbKDM.json,TRUE
VP7LfinUme1yyURTtlZOZwukwos=,Scales,Jaq Evans,3lobedmag.com,,,,https://www.3lobedmag.com/issue30/3lbe30_story3.html,Three-Lobed Burning Eye Magazine,"“Sorry about your dad.” Liv’s voice slid down my neck like muddy water, the gravel in it catching at my skin. I didn’t want to look up but I could feel her standing there, could see the chipped black polish on her quick-bitten thumbnail from the corner of my eye.",./scrape/jsonfiles/Gi2bOIVEzZTjYASatAIwDFbmDCk.json,TRUE
UePUfLGyOgJcgPK5fYL09YJpvG0=,Scolyard's 'The Constructs Foresee Their Doom',Daniel Ausema,3lobedmag.com,,,,https://www.3lobedmag.com/issue23/3lbe23_story3.html,Three-Lobed Burning Eye Magazine,"The most significant relationship of my life -- and I've led a long and strange one, a life poisoned and infected by my beloved, decaying, doomed city -- was with a man I never met. Do you know of the artist Pen Scolyard? Few have heard of him today, but he did have one work that people once knew.",./scrape/jsonfiles/vBK8vNFlq5ExyENAe0etp7j+k9E.json,TRUE
XUlfU6OYvXjqRvoa3+yG8mXwBJY=,Shaken Loose,Emmie Christie,3lobedmag.com,,,,https://www.3lobedmag.com/issue33/3lbe33_story1.html,Three-Lobed Burning Eye Magazine,"Sometimes in the night, when the dogs stopped barking at the cars along Route 40, the house ceased settling, and the wind came to a rest in the branches of the old maple by the farmhouse, Rachel sensed them.",./scrape/jsonfiles/SsfrveLWz6Ik7IyP-8CuR+iK5j8.json,TRUE
UuYV5BxRKR5tHFTVg+W+xrf3JDI=,She Dances on Knives,Keffy R. M. Kehrli,3lobedmag.com,,,,https://www.3lobedmag.com/issue26/3lbe26_story6.html,Three-Lobed Burning Eye Magazine,"The littlest mermaid has no mother. She lives far under the sea, so deep that the fish have gone strange for want of light. Her eyes are large and round and black. She had sisters once, but now it is only herself and her grandmother, her father's mother.<",./scrape/jsonfiles/NlsxUIw97gnJpn-3fvUD6HTBbpY.json,TRUE
3OjTrYN/KuHi/W12xNkRcflx0bg=,Sheela of the Good Shepherd,Lauren Dixon,3lobedmag.com,,,,https://www.3lobedmag.com/issue25/3lbe25_story4.html,Three-Lobed Burning Eye Magazine,"Gerald Michael Leary flat out fainted when Cecilia Murphy lifted up her skirt and showed him her naked flesh. As usual, she hadn't worn any knickers, and the curls of her brown pubic hair writhed like tiny little snakes. It happened during a pub brawl, when he was about to lay one on Sam, Cecilia's brother, who'd been egging him on about his eejit hurling team.",./scrape/jsonfiles/KNMUpFCWwkU+xTcu9KgVy50Ev1g.json,TRUE
8vxg1os33Ox2x/VIaJZO6xdglt0=,Simulacrum,Tim Waggoner,3lobedmag.com,,,,,Three-Lobed Burning Eye Magazine,,./scrape/jsonfiles/H5-4T+B+G13jWr5U1j3T4BEFHGA.json,TRUE
bwa2F1gdTbDivZj1hnRP9HKZvb8=,Six Spiral Iterations of a Memory,R. K. Duncan,3lobedmag.com,,,,https://www.3lobedmag.com/issue33/3lbe33_story3.html,Three-Lobed Burning Eye Magazine,"Tamara found the lost library of the Moscow tsars by luck or destiny. She was checking a section of disused Kremlin catacomb that the scans said might not have solid earth next to it. The work was boring, the project notionally exciting",./scrape/jsonfiles/8XfrEqQgpB8p6eTkGedl9T8q8uE.json,TRUE
b/5EBkqu5ej5bMT+4jlEC/8LPvM=,Some Corner of a Dorset Field that is Forever Arabia,David Stevens,3lobedmag.com,,,,https://www.3lobedmag.com/issue25/3lbe25_story3.html,Three-Lobed Burning Eye Magazine,"His shame was exposed, the scar where a shell splinter had torn through his groin and ripped away his manhood. Albert no longer cared. He was counting the moments until he died. A deep sucking followed the crack of bone. The slurping of marrow, the fluid dripping from her jaws, the varied noise of her digestion.",./scrape/jsonfiles/hi0lPtYkJ0v-a+OLLV2ec9aQao0.json,TRUE
xMnMBQuHzOyliqqoo3jgwpqKW34=,Something Borrowed,Michael Kelly,3lobedmag.com,,,,https://www.3lobedmag.com/issue36/3lbe36_story4.html,Three-Lobed Burning Eye Magazine,"We all disappear eventually. Your father said this to you when you were a child. You've forgotten many things, but you remember that. You'd befriended a stray calico, a ragged, skinny thing with a milky eye and gimpy foreleg.",./scrape/jsonfiles/l2m9GXnm2PH1CqKOktAm9yrReyo.json,TRUE
GeiIVvcWMW51Hdo4oSezDK67jTo=,"Something Borrowed, Something Blue",Gwendolyn Kiste,3lobedmag.com,,,,https://www.3lobedmag.com/issue27/3lbe27_story6.html,Three-Lobed Burning Eye Magazine,"A yellow beak, the shape of a crescent moon, pricks through your abdomen, and you know it's time. Everyone else knows it's time too. The townspeople track your pregnancies, right down to the hour, so when you phone the paramedics, the woman who answers doesn't bother to ask the nature of your emergency.",./scrape/jsonfiles/gmTxwR-R30Hw6W49F4rOcsOy-YQ.json,TRUE
wJep/DVsHekkPNdz5JuU6K9ipK8=,Sonata Apocalyptica,Xan van Rooyen,3lobedmag.com,,,,https://www.3lobedmag.com/issue32/3lbe32_story2.html,Three-Lobed Burning Eye Magazine,"It's been twenty-three days since she lost her daughter. For twenty-three days, Mariska searched, trawling ruin and wreckage, sifting through bone and ash, picking apart carcass and corpse in case her daughter's atoms",./scrape/jsonfiles/zj0uvae552-MW87jbCYicADia9c.json,TRUE
UxQy0OlOkhagF6ZetNXZxs/0Kds=,Sunchoke,Kathryn McMahon,3lobedmag.com,,,,https://www.3lobedmag.com/issue37/3lbe37_story2.html,Three-Lobed Burning Eye Magazine,"We keep my sister in a corner of the sky. It isn't true to say her bed is made of light and rainbows, and it isn't fair to claim she is comfortable.",./scrape/jsonfiles/WqknpmByRnGoRBle0CoPhHVicAk.json,TRUE
Rb1O+CzeKfoDlrB3WlcRABtD9qE=,Tabula Rasa,Kelly Barnhill,3lobedmag.com,,,,,Three-Lobed Burning Eye Magazine,,./scrape/jsonfiles/CjZiI00kL2l6P8a4iyink99qfJw.json,TRUE
TaHBQSeF8ndNQfSeg4E+GoOVXYY=,Terminus,Vajra Chandrasekera,3lobedmag.com,,,,https://www.3lobedmag.com/issue30/3lbe30_story4.html,Three-Lobed Burning Eye Magazine,"The train runs along my arm, which I have to hold steady and horizontal. The train is tiny, or I am huge. The train is slow and makes the track vibrate, which itches deep in the dermal subgrade. To scratch would be treason, and mass murder if it causes a derail, so I resist the urge.",./scrape/jsonfiles/DYY0ISR+lomgi8dEZNE4Uml-Abg.json,TRUE
Jpo2Dxje/TWUfxI+Qy8/QSFqgUM=,That Old Family Tree,D. Morgan Ballmer,3lobedmag.com,,,,https://www.3lobedmag.com/issue25/3lbe25_story5.html,Three-Lobed Burning Eye Magazine,We meet in a tumbledown tavern because Cutter doesn't like the cold. He lost two fingers and countless friends nine years ago at the Battle of Chosin Reservoir where sub-zero temperatures proved more deadly than any Chinese rifle.,./scrape/jsonfiles/lcCNfIVWq3r6a4adjb9zDlcLrnY.json,TRUE
qfh1Ob3/e2UL+adbOGuLiOrSz/0=,The Bee Queen,Kristi DeMeester,3lobedmag.com,,,,https://www.3lobedmag.com/issue32/3lbe32_story6.html,Three-Lobed Burning Eye Magazine,"The girl who carried plums was not a princess but dreamed of jewels against her throat. With stained fingers, she plucked the stones from the center of the fruit and peeled back the skins to lay dripping pieces on her mother’s tongue.",./scrape/jsonfiles/DzUlU2x8VdcRaHLe+cU4WJ75t5Y.json,TRUE
6VKYg7/ogMLhzAOX6irYJmkBVMo=,The Birdstories,,3lobedmag.com,,,,,Three-Lobed Burning Eye Magazine,,./scrape/jsonfiles/rlNNMpMyaLptxfCC7ghdO2KtbAI.json,TRUE
9roYcO4hK5iDtj8r3Ls6j60VEGw=,The Bliss Machine,Ferrett Steinmetz,3lobedmag.com,,,,https://www.3lobedmag.com/issue25/3lbe25_story6.html,Three-Lobed Burning Eye Magazine,"She squeezes your arm flirtatiously; her fingertips are made of rubber. Thick industrial rubber, with embedded heating coils to bring them up to body temperature. Then she laughs, a warm and human sound, and you almost forget you are sitting inside of her.",./scrape/jsonfiles/Gh9KNS8OeFxlu+D+ScB5R2d1K60.json,TRUE
TcOVmEOOmxdISs74J2R66S6Lrv4=,The Body in the Narrows,Tory Hoke,3lobedmag.com,,,,https://www.3lobedmag.com/issue24/3lbe24_story5.html,Three-Lobed Burning Eye Magazine,"Sal doesn't plan to find the body. She doesn't even mean to go out. Water's fetched. Cabin's swept. Dinner sits hot on the sideboard. In the stifling kitchen, Ma and George scrape gravy to their mouths without a word.",./scrape/jsonfiles/NaJOmhSrPaXqYjcXFdZctSnFN1c.json,TRUE
3tAYERwrxi2oXdAvaizQHXtM8BA=,The Bombardier,Vajra Chandrasekera,3lobedmag.com,,,,https://www.3lobedmag.com/issue32/3lbe32_story3.html,Three-Lobed Burning Eye Magazine,"The first thing they do when he starts working at the Office on Persons Yet To Be Missing is to give him the code name Nuu and to tell him to forget who he was before. They hand him a name tag with that single elongated syllable on it, ණූ, which Nuu thinks looks like a hornet on skates, or",./scrape/jsonfiles/4ydgvWwHpEEaoO0n+wBiMZh+O3s.json,TRUE
IzoJgr8FfdB9aD0uEnS6gRccn4Y=,The Book in Dutch,M. Bennardo,3lobedmag.com,,,,https://www.3lobedmag.com/issue22/3lbe22_story5.html,Three-Lobed Burning Eye Magazine,"In twenty years, Lynd had never really looked at the book. It had come into his possession as a parasite -- an unwanted hanger-on that had happened to be grouped with the books he really wanted at an auction.",./scrape/jsonfiles/j3tNjAaXRVMKQKoZYMNTaXKVLe0.json,TRUE
0I+UTnbNLROgJY2SmUQ0vUVIjVE=,The Calf,Vajra Chandrasekera,3lobedmag.com,,,,https://www.3lobedmag.com/issue24/3lbe24_story1.html,Three-Lobed Burning Eye Magazine,"About a week after you and Jorge turn twelve, time calves like an iceberg and the world slips down the slope of history. You see it coming, not by much. The first signs came a year ago, right after Ma died.",./scrape/jsonfiles/ciBSxlI6doj6OXaKeldopZHOHlQ.json,TRUE
IMM7L/WPQWBwTcyqinVSa8MnPV8=,The Demon of Russet Street,Jessica Reisman,3lobedmag.com,,,,https://www.3lobedmag.com/issue27/3lbe27_story5.html,Three-Lobed Burning Eye Magazine,"“There’s been a disassembling in the Shoals,” Marshal Luin announced as she navigated the narrow stone stairs behind Rusk’s house. Reaching the garden at the bottom, where Rusk had spent his early morning reading, she added, “An unattached farrago named Sirin.”",./scrape/jsonfiles/1EJTUSLqTWcNuM6H9ZXZQyYk44U.json,TRUE
VjaLs4jAEZTeEyRnoj0Qp7ofYsI=,The Drove,Leah Thomas,3lobedmag.com,,,,https://www.3lobedmag.com/issue25/3lbe25_story1.html,Three-Lobed Burning Eye Magazine,"She was dressed in her sister's clothes, and that was why the chill found her so quickly. Ebba's boots were much too big for her; Brim could feel frigid water between her toes as she clung to the seawall. A sealskin mask shielded her face from the worst of the wind, but this was High Tide, when gales bowled entire huts over and all but froze trees solid. This was High Tide, when the dead returned to the island.",./scrape/jsonfiles/MVLjvdPn6B6g1GkGDvWRqBsrJVc.json,TRUE
/kKiQIQInkJqc9ONg+cVdDsqdXM=,The Eel Question,Mae Empson,3lobedmag.com,,,,https://www.3lobedmag.com/issue22/3lbe22_story2.html,Three-Lobed Burning Eye Magazine,"'Papa promised me an eel of my own if I can propose a sufficiently interesting experiment,' Janika explained to the boy who delivered their milk. He didn't speak English or German, but she was so excited that she needed to tell someone.",./scrape/jsonfiles/0-NNwQxMXfcwVg7hDK0TmmLSKq4.json,TRUE
5hlY/j7k1GSR2Zb+Vz6pYY4x1Fo=,The Far Bank,Bret Tallman,3lobedmag.com,,,,,Three-Lobed Burning Eye Magazine,,./scrape/jsonfiles/rZ8u0-djKgMrD6yy94m7izJoFZg.json,TRUE
7hqOG62tz4fEjqwA89rAhwoD1/k=,The Gods of the Gaps,David Stevens,3lobedmag.com,,,,https://www.3lobedmag.com/issue30/3lbe30_story2.html,Three-Lobed Burning Eye Magazine,"Herewith, the results of our modeling… Tonight, we shall demonstrate that categories can be usurped by force for a most dramatic effect. Transitions are mundane: they occur all the time. They are also liminal: suffused with ambiguity, and hence opportunity.",./scrape/jsonfiles/ptlpeRzh9d4nf2XYf5rGYme2RSI.json,TRUE
wW78uJrlkMBcU3F3HoyAyuc3F/4=,The Heart Beats Green and Grey,Steve Toase,3lobedmag.com,,,,https://www.3lobedmag.com/issue38/3lbe38_story2.html,Three-Lobed Burning Eye Magazine,...,./scrape/jsonfiles/i4iSw4pAqhVQc+jl4+0RttODYR0.json,TRUE
WsZ00sGMBQB9aC17rZ0lPrvKwiA=,The Hecate Centuria,Claude Lalumière,3lobedmag.com,,,,https://www.3lobedmag.com/issue23/3lbe23_story4.html,Three-Lobed Burning Eye Magazine,"In the light of the full moon, her vision enhanced by vermilion, Dematria watched in horror as Hecate's changeling centurions terrorized her beloved goddess-city, Venera. The Romans had so far ignored the archipelago; in return the city-state fed the Roman capital with a steady supply of underpriced vermilion spice.",./scrape/jsonfiles/bsbBRGWO2SSnvtE1PqQh77yaKFc.json,TRUE
CnfLMqUYCsL0AjI3kCXLxZc5ujk=,The Jicotea Princess,Alex Hernandez,3lobedmag.com,,,,https://www.3lobedmag.com/issue28/3lbe28_story5.html,Three-Lobed Burning Eye Magazine,"When Demi Dominguez roared in on her skateboard, the stink of diesel and pulsing ambulance lights slammed her to a stop. The ominous vehicle hunched directly in front of her house, surrounded by all her neighbors, nosy, gossiping. Her heart sank like a stone thrown into a pond.",./scrape/jsonfiles/+Oy70Httzn7GJIQ+eGcm5BdAW0k.json,TRUE
0X5MuhX+1hA3JrOT9CXZ2VBU1OI=,The Kartoupelos,Lester Thees,3lobedmag.com,,,,,Three-Lobed Burning Eye Magazine,,./scrape/jsonfiles/9tqbN6QKo0sCpLOvF+4R-yG4Mho.json,TRUE
eQxVOTp5eh/BN2OWgqJpyMPEHQM=,The Last Idea,Thomas Lee Joseph Smith,3lobedmag.com,,,,,Three-Lobed Burning Eye Magazine,,./scrape/jsonfiles/a4kfrUyCa2aIJUgL7L5nQooLMcQ.json,TRUE
pkYRzGjncO2nGmOFl5bJd9XaVbU=,The Marking,Kristi DeMeester,3lobedmag.com,,,,https://www.3lobedmag.com/issue27/3lbe27_story2.html,Three-Lobed Burning Eye Magazine,"Violet woke up with the bruises. Outside, the sky had turned dark. A hushed grey filled with pinpricks of blue fire, and the world tipped forward, a great dome that would suffocate her if she breathed too deep. This was how it had always been.",./scrape/jsonfiles/bngF5bxeKFgE9DDU-bpd2Gc+sgE.json,TRUE
pUjC5X0XlgjxMTOx2dtzeCJ+91A=,The Murmurous Paleoscope,Dixon Chance,3lobedmag.com,,,,https://www.3lobedmag.com/issue23/3lbe23_story1.html,Three-Lobed Burning Eye Magazine,"I wish I had better news about the dig, but ere I relate that tale, I would be remiss if I did not assure you that the Paleoscope and Lithotome have made the journey to Utah fully intact, though it was a hard thing those last hundred miles by stage.",./scrape/jsonfiles/xBjcxFDOAkV7C+zRbk1wVO3uX7E.json,TRUE
uUxlnrijualDo7CG9rvOOHQqHvo=,The Night Nurse,M. Bennardo,3lobedmag.com,,,,https://www.3lobedmag.com/issue31/3lbe31_story4.html,Three-Lobed Burning Eye Magazine,"Lotte Heine had old, bad knees. They were knees that had known the bites of many hardships over sixty years of life: of bare brick hearths before simmering copper cauldrons; of uneven flagstones beside soapy sponge buckets; of unforgiving vegetable beds strewn with broken flints.",./scrape/jsonfiles/GUrasmThY37+AfmaalFOyt4ezcQ.json,TRUE
66UlmqFOcR9L/flJYw4cOW0W1j8=,The Roof,The Roof,3lobedmag.com,,,,,Three-Lobed Burning Eye Magazine,,./scrape/jsonfiles/yYVBnpjSF-YfquQc+RRf1haxxPg.json,TRUE
0H/xiJ3DvcoI45vNmeGderR/oig=,The Same Song Every Midnight,Vera Searles,3lobedmag.com,,,,,Three-Lobed Burning Eye Magazine,,./scrape/jsonfiles/wdGpy7zChiXW2WsoL+KzsWzHfOM.json,TRUE
ixiRpQpguWuDrAD/s9/JAroAmgw=,The Silent Brush of Wings,Steve Toase,3lobedmag.com,,,,https://www.3lobedmag.com/issue30/3lbe30_story1.html,Three-Lobed Burning Eye Magazine,I swirl through narrowed copper veins imprinted in the underside of one thousand different wings. I feel the butterflies sip nectar from amongst copper and glass petals to take on code. New packets of data swelling each butterfly's abdomen.,./scrape/jsonfiles/cDBK7SVsr-JuHU8I1yOUIqTvO4o.json,TRUE
A9nUSy/YOx1uCjFXoiD1xFgaj5g=,The Starfish,Lisa M Bradley,3lobedmag.com,,,,,Three-Lobed Burning Eye Magazine,,./scrape/jsonfiles/brIXDGjADoJvNzcuTWTYjnsSmi0.json,TRUE
EJXnzCA5UbgAJzc5NqizGlx2q9k=,The Tab,Bret Tallman,3lobedmag.com,,,,,Three-Lobed Burning Eye Magazine,,./scrape/jsonfiles/khWwKUREiYFZkCCJresWf-dnKHI.json,TRUE
HMYTHjtRgDiA/eT+FgTU+1OiLXY=,The Tap Tap Tap of a Beak,Corey Farrenkopf,3lobedmag.com,,,,https://www.3lobedmag.com/issue35/3lbe35_story3.html,Three-Lobed Burning Eye Magazine,"When the train rattled, the bones in the mahogany box at Alva's side rattled back. It sounded as if the two were in conversation, parsing out where each was headed. The thwock and click of calcium matched the grind of rusted rails beneath them, slow and predictable.",./scrape/jsonfiles/XgrhYftUaNEl3G9iNwD3i2Arvu4.json,TRUE
HryrqqaRMrcTxKHfx58ajwyoiUk=,The Touring Car,Cody Goodfellow,3lobedmag.com,,,,https://www.3lobedmag.com/issue30/3lbe30_story2.html,Three-Lobed Burning Eye Magazine,"Eight year-old Ramsey Arthur Cobb sat bolt upright on the backseat of Father’s car in his houndstooth Sunday suit, the fingers of one sweaty hand kneading the burgundy crushed velvet upholstery until it squeaked, the other clutching the tin replica…",./scrape/jsonfiles/LKmtBo-fnCnlrFmqvnHOmpgPAcI.json,TRUE
LviaXkmgtUZajcVFdU1wZYDglQY=,The Virtue Retreats from the Land of Snow,Kali Wallace,3lobedmag.com,,,,https://www.3lobedmag.com/issue30/3lbe30_story4.html,Three-Lobed Burning Eye Magazine,"What remained of the Virtue’s army marched into the Gates of Ice at sunset. In their red uniforms, the soldiers were a trickle of dirty blood on the flank of the mountain. A few rode skinny, stumbling horses. Others rested in clattering mule carts,",./scrape/jsonfiles/47UzXrTGZQsCOvdkU6h+fOfc2aM.json,TRUE
LQOcfK0Ra0aHNNMKxGgof1j5DyY=,The Winter Closet,Steve Rasnic Tem,3lobedmag.com,,,,https://www.3lobedmag.com/issue36/3lbe36_story3.html,Three-Lobed Burning Eye Magazine,"It was a summer of painful colors and the hottest days on record. He could not remember the last time he'd felt happy, or safe. Most days he feigned hope because he'd heard people found despair unattractive. For months he slept with all the windows open even though the air was full of smoke.",./scrape/jsonfiles/fVZJwRfpkuVXDzhJJuj9euq4SlI.json,TRUE
kkN7O7v5gBFBqItxplZB2Tk61Iw=,These Stand,These Stand,3lobedmag.com,,,,,Three-Lobed Burning Eye Magazine,,./scrape/jsonfiles/ZqOFwXh0IUtWSuRSofMn5pwZ8DY.json,TRUE
1xLCO8t1GCWW3L94gPoo8aECJdY=,Trials and Invocations in the Basin of the Three Sisters,K.S. Walker,3lobedmag.com,,,,https://www.3lobedmag.com/issue36/3lbe36_story2.html,Three-Lobed Burning Eye Magazine,"What is the best way to survive a night amongst the singing hills, you ask? Why my child, this is simple—do not go What? What's that? When did the dreams begin? Why didn't you come to me when the Shrouded One first spoke to you?",./scrape/jsonfiles/Ce7a-gA-qWhC8Z6wZ0Zwb3WNXsg.json,TRUE
qAgycY3I1GAoUiyOCcyv8JNSj0M=,True in His Fashion,E. Catherine Tobler,3lobedmag.com,,,,https://www.3lobedmag.com/issue31/3lbe31_story2.html,Three-Lobed Burning Eye Magazine,"The ruff was ever my downfall. July and warmer than I liked, crouched in the curling ferns at the side of the road. Mud pressed beneath me, but not even it was cool; it tugged at the knees of my trousers as with a warm mouth. Across the road under the emerald canopy",./scrape/jsonfiles/Y00iHNl9Crv8dWd5VUp74HV9xfs.json,TRUE
0lS2n6j8wcA+gpV3gUXfwWBHtJQ=,Tuesdays After Midnight,Corrine De Winter,3lobedmag.com,,,,,Three-Lobed Burning Eye Magazine,,./scrape/jsonfiles/uR6jQGF8E2IFoO9GHTAS822htU8.json,TRUE
bkD99JcB7TNgZmokn5jRpyovb/s=,We Bleed Water,Katie McIvor,3lobedmag.com,,,,https://www.3lobedmag.com/issue35/3lbe35_story4.html,Three-Lobed Burning Eye Magazine,"When you're already dead inside, Jack thinks, it shouldn't be possible for anything to make you feel worse. The sight of that cottage, though -- clinging to the foot of a lumpen hill amid acres of dead, wasted bog, its white paint smeared and stained with moss--",./scrape/jsonfiles/HfhQI1nv6IuZoAkOwkkaMfUxTHw.json,TRUE
H2XbfhJN2q+4hArsLOvsXnk6UXM=,Whale Woman Watches,Andrew Penn Romine,3lobedmag.com,,,,https://www.3lobedmag.com/issue24/3lbe24_story4.html,Three-Lobed Burning Eye Magazine,"The empty eyes of crumbling storefronts watched as a black, early-model Dodge panel truck inched through the sand-blown ruin that had been Pearceville, Texas. Don Webster, rolled up the filthy driver's side window tight against the buffeting dirt and yanked off his government-issue gas mask.",./scrape/jsonfiles/MidX+1FkYC1aqoz-sPIU06Dn7xQ.json,TRUE
dh4gQGpobkUVPDUujBiUA/9zwB0=,What a Wolf Wants,Nikki J. North,3lobedmag.com,,,,https://www.3lobedmag.com/issue28/3lbe28_story2.html,Three-Lobed Burning Eye Magazine,"The doctor turned to watch the great baroque tower falter and sway. A single, skeletal digit, it stretched to brush the pale cheek of the broken moon above, shedding bits and battlements and synth as it grew. The moon was called Izanagi, and the planet it circled was called Izanami.",./scrape/jsonfiles/ILrd9Kx7qMRabhrF09Mvn5gytyk.json,TRUE
+Yr5agL5ziIjS1oOHai1jW6e4mE=,What Flowers Bring,Gerardo Mercado Hernández,3lobedmag.com,,,,https://www.3lobedmag.com/issue37/3lbe37_story5.html,Three-Lobed Burning Eye Magazine,"My limbs are stiff, my mind is eternal, my breath is life, and the worms come to their altar -- what is there to tell? How I had gone in to discuss my retirement benefits but the section manager simply handed me more work? The company logo looming larger than life on the opposite wall? His heat hovering over me as I scrolled through the files?",./scrape/jsonfiles/03Mi2mlrZ8SwdK7pR7M59KUfgFA.json,TRUE
QVT1KfnD6nmEuAl0IDa3Deg/aLI=,Where You Came From,Bonnie Jo Stufflebeam,3lobedmag.com,,,,https://www.3lobedmag.com/issue26/3lbe26_story2.html,Three-Lobed Burning Eye Magazine,"You were familiar to me. Not as familiar as the town I grew up in; no one could ever be that familiar. But I smelled and saw you everywhere. You had a bowl cut like the Beatles. It made me laugh. You were not attractive until I saw you up close. I came home one night from a party, my breath whiskey-soaked. You were sitting on my couch like you belonged there.",./scrape/jsonfiles/p7cGeTDxU1N6UqpNFnB75U1VNnQ.json,TRUE
jU16/uILSIqLyDBNHHhL5EjfkSc=,Witchwood,Georgina Bruce,3lobedmag.com,,,,,Three-Lobed Burning Eye Magazine,,./scrape/jsonfiles/H3SYzWSV9z7L5+9SdI6JXihVpF4.json,TRUE